link,news,tagline,,,,
https://tribune.com.pk/story/1897051/1-swiss-chain-mulls-opening-hotels-k-p/,CM Mahmood says making tourism an industry his ultimate goal,Swiss chain mulls opening hotels in K-P,,,,
https://tribune.com.pk/story/1897061/1-around-7000-school-children-registered/,"FDE to collect data in Sohan, Tarlai and Khanna Dak","Around 7,000 out-of-school children registered",,,,
https://tribune.com.pk/story/1897054/1-police-catch-afghan-gang-five-involved-murder-theft/,Suspects previously escaped arrest by fleeing to their country,"Police catch Afghan gang of five involved in murder, theft",,,,
https://tribune.com.pk/story/1897065/1-chinese-nationals-protest-blocking-lounge-exit-gate/,The Airport Security Force (ASF) had to physically move them to clear the gate,Chinese nationals protest by blocking lounge exit gate,,,,
https://tribune.com.pk/story/1897070/1-pmdc-ordinance-tenure-members-cut-three-years/,Lawmakers removed from the council,PMDC ordinance: Tenure of members cut to three years,,,,
https://tribune.com.pk/story/1896931/2-chiniot-dam-meet-needs-faisalabad-industries/,FCCI chief says dam location is ideal; it can be built at minimum cost,Chiniot dam to meet needs of Faisalabad industries,,,,
https://tribune.com.pk/story/1897033/1-govt-endeavour-freedom-kashmir-ji/,Senator Sirajul Haq appeals of participation in demonstrations on Feb 5,Govt should endeavour for freedom of Kashmir: JI,,,,
https://tribune.com.pk/story/1897030/1-foreign-ministry-officers-overstate-claims-pac-told/,Subcommittee calls for regularisation of discrepancies and recovery,"Foreign ministry officers overstate claims, PAC told",,,,
https://tribune.com.pk/story/1897027/1-qureshi-launches-tirade-ppp/,"People who voted for PPP are being deprived of drinking and irrigation water, says foreign minister",Qureshi launches tirade against PPP,,,,
https://tribune.com.pk/story/1897020/1-holy-pilgrimage-hajj-expenses-increase-56-58-per-cent/,"Committee cites dollar value, higher airfares for hike",Hajj expenses increase up to 58 per cent,,,,
https://tribune.com.pk/story/1897017/1-centre-assures-k-p-will-pay-net-hydel-profit/,K-P to form a provincial authority to use proceeds for exploration,Centre assures K-P it will pay its net hydel profit,,,,
https://tribune.com.pk/story/1897031/1-pakistan-elected-vice-chair-environment-forum/,PMs adviser says country's 'sincere' preservation endeavours acknowledged,Pakistan elected 'vice chair' at UN environment forum,,,,
https://tribune.com.pk/story/1897013/1-barbs-fly-opposition-treasury-members-clash-ministers-remarks/,NA approves increase in the strength of IHC judges,"Barbs fly as opposition, treasury members clash over ministers remarks",,,,
https://tribune.com.pk/story/1897021/1-water-talks-india-tomorrow/,Dialogue will be the first official engagement with India since PM Imran Khan came to power,Water talks with India from tomorrow,,,,
https://tribune.com.pk/story/1896993/1-pakistan-makes-final-push-reko-diq-settlement/,"Law minister, AGP currently in US to try and reach out-of-court settlement before tribunal makes final award",Pakistan makes final push for Reko Diq settlement,,,,
https://tribune.com.pk/story/1896809/1-woman-murders-husband-marry-another-man-okara/,Police say accused confessed to crime during interrogation,Woman 'murders' husband to marry another man in Okara,,,,
https://tribune.com.pk/story/1896803/1-police-recover-indecent-pics-quacks-cellphone-multan/,Accused confessed to cheating patients after posing as doctor,Police recover 'indecent pics' from quacks cellphone in Multan,,,,
https://tribune.com.pk/story/1896781/1-pti-ministers-unruly-behaviour-irks-ex-pms-abbasi-ashraf/,"PML-N leader says if opposition leader cannot come to NA, neither can PM","PTI ministers unruly behaviour irks ex-PMs Abbasi, Ashraf",,,,
https://tribune.com.pk/story/1896765/1-new-insulin-effective-24-hours-launched-pakistan/,Insulin Glargine U300 promises stable blood sugar control throughout the day and night,New insulin effective for 24 hours launched in Pakistan,,,,
https://tribune.com.pk/story/1896741/1-punjab-police-chief-fails-satisfy-senate-panel-sahiwal-shooting/,Senate panel chief sees possible conspiracy against LEAs,Sahiwal fallout: Senate panel proposes separate law for police encounters,,,,
https://tribune.com.pk/story/1896744/1-police-hunt-ppp-leader-shot-pti-mpa/,The dispute arose over the supply of water in the area,Police on the hunt for PPP leader who shot PTI MPA,,,,
https://tribune.com.pk/story/1896730/1-aasia-bibis-lawyer-left-country-death-threats-returning-pakistan/,Saiful Malook requests PM Imran Khan to ensure his security in Islamabad,"Aasia Bibis lawyer, who left country after death threats, returning to Pakistan",,,,
https://tribune.com.pk/story/1896720/1-pm-imrans-sister-gives-full-money-trail-foreign-property/,"Aleema claims sources of her income, assets had nothing to do with any charities associated with her or her...",PM Imrans sister gives full money trail of her foreign property,,,,
https://tribune.com.pk/story/1896675/1-army-ready-defend-motherland-misadventure-coas/,Gen Qamar Bajwa witnesses military exercise near Jhelum,Army ready to defend motherland against any misadventure: COAS,,,,
https://tribune.com.pk/story/1896671/1-chinese-men-invent-novel-way-protest-customs-duty-cellphones/,Two Chinese nationals lie down on floor blocking exit of international arrivals lounge at Islamabad airport,Chinese men invent novel way to protest over customs duty on cellphones,,,,
https://tribune.com.pk/story/1896643/1-pakistan-announces-e-visa-facility-175-nations-visa-arrival-50-countries/,Cabinet approved reforms to open up a new era for the tourism industry,"Pakistan announces e-visa facility for 175 nations, visa-on-arrival for 50 countries",,,,
https://tribune.com.pk/story/1896457/1-phd-degree-of-draps-top-official-is-allegedly-fake/,Sheikh Akhtar Hussains Sri Lankan university has been termed illegal on the HECs website,DRAP chiefs PhD degree not recognised by HEC,,,,
https://tribune.com.pk/story/1896570/1-senate-chairman-lambasts-ministers-continuous-absences/,Senate Chairman Sadiq Sanjrani says ministers should be held accountable,Senate chairman lambasts ministers over continuous absences,,,,
https://tribune.com.pk/story/1896555/1-fate-mini-budget-hangs-balance-na-session-adjourned/,"Lower house of the Parliament approves Islamabad High Court Amendemnt Bill, 2019",Fate of mini-budget hangs in balance as NA session adjourned,,,,
https://tribune.com.pk/story/1896529/2-pakistan-receives-last-tranche-saudi-arabias-3b-aid-package/,Inflow marks back-to-back receipt of $1b deposits in SBP reserves,Pakistan receives last tranche of Saudi Arabia's $3b aid package,,,,
https://tribune.com.pk/story/1896424/1-pakistani-woman-unable-travel-back-india-divorce/,Kubra Gilani is not being given clearance by Indian authorities,Pakistani woman unable to travel back from India after divorce,,,,
https://tribune.com.pk/story/1896425/1-massive-power-breakdown-hits-balochistan-sindh/,Tripping of 11 Guddu power plant units caused supply shortfall of 787 megawatts,"Massive power breakdown hits Balochistan, Sindh",,,,
https://tribune.com.pk/story/1896427/1-aasia-bibis-daughters-move-canada/,"Children's guardian, his family also granted asylum in Canada",Aasia Bibi's daughters move to Canada,,,,
https://tribune.com.pk/story/1896198/1-cybercrime-nigerian-arrested-bank-fraud/,Suspect involved in defrauding various banks of Rs3.5 million,Cybercrime: Nigerian arrested for bank fraud,,,,
https://tribune.com.pk/story/1896169/1-sahiwal-incident-ex-igs-urge-govt-show-no-leniency/,All former IGs agree on exemplary penalty for the suspects,Sahiwal incident: Ex-IGs urge govt to show no leniency,,,,
https://tribune.com.pk/story/1896185/1-59-women-believe-men-get-away-easily-harassment-kashmala/,Federal ombudsperson for anti-harassment highlights recent increase in such incidents,59% women believe men get away easily with harassment: Kashmala,,,,
https://tribune.com.pk/story/1896187/1-road-safety-seminar-44-road-accidents-occur-asia-pacific-region/,WHO report says lack of convictions highlights gaps in legislation,Road safety seminar: 44% of road accidents occur in Asia Pacific region,,,,
https://tribune.com.pk/story/1896190/1-qau-land-joint-action-committee-wants-eviction-drive-continue/,Staff demands government ensures sanctity of the varsity,QAU land: Joint Action Committee wants eviction drive to continue,,,,
https://tribune.com.pk/story/1896172/1-driving-licences-pindi-police-start-computerised-testing/,Transporters demand option to take manual test for uneducated applicants,Driving licences: Pindi police start computerised testing,,,,
https://tribune.com.pk/story/1896326/1-mullah-baradar-appointed-new-head-taliban-office-doha/,"Mullah Baradar was captured in a joint ISI-CIA raid in Karachi in 2010, released in October 2018",Mullah Baradar appointed new head of Taliban office in Doha,,,,
https://tribune.com.pk/story/1896166/1-breakthrough-islamabads-bhara-kahu-housing-scheme/,"Senate panel discusses acquisition of land in Moza Tamma, Mohriyan",Breakthrough in Islamabad's Bhara Kahu housing scheme,,,,
https://tribune.com.pk/story/1896194/1-interior-minister-seeks-parents-help-tackle-narcotics/,State interior minister says they will spare no effort to eliminate the drug threat,Interior minister seeks parents help to tackle narcotics,,,,
https://tribune.com.pk/story/1896192/1-lawyers-strike-district-bar-urged-play-role-normalising-situation/,Islamabad High Court clubs identical petitions,Lawyers strike: District bar urged to play its role in normalising situation,,,,
https://tribune.com.pk/story/1896199/1-boundary-capital-pindi-land-issue-referred-federal-cabinet/,Master plan commission decides to hire consultants to conduct studies,On boundary: Capital-Pindi land issue referred to federal cabinet,,,,
https://tribune.com.pk/story/1896178/1-inter-ministerial-panel-formed-communications-sector/,Federal Minister for Communications Murad Saeed says group will include representatives from 10 ministries,Inter-ministerial panel formed for communications sector,,,,
https://tribune.com.pk/story/1896181/1-south-punjab-secretariat-established-july/,Foreign Minister Shah Mehmood Qureshi says it will help transfer power to grassroots level,South Punjab secretariat to be established by July,,,,
https://tribune.com.pk/story/1896114/1-pti-delegations-makes-breakthrough-talks-pml-q/,Defence Minister Pervez Khattak holds talks with Chaudhry borthers,PTI delegation makes breakthrough in talks with disgruntled PML-Q,,,,
https://tribune.com.pk/story/1896123/1-senators-launch-blistering-attack-mini-budget/,Opposition lawmakers in NA protest after Murad Saeed's scathing speech,Senators launch blistering attack on 'mini-budget',,,,
https://tribune.com.pk/story/1896013/1-psl-2019-express-media-group-partners-islamabad-united/,"Islamabad United are winners of the inaugural PSL, and defending champions for PSL4",PSL 2019: Express media group partners with Islamabad United,,,,
https://tribune.com.pk/story/1896063/1-nab-conviction-rate-rose-70-2018/,Graft-buster also recovers record Rs3919.011m during tenure of incumbent chairman,NAB conviction rate rose to over 70% in 2018,,,,
https://tribune.com.pk/story/1896064/1-ihc-allows-nawaz-file-documents/,Fixes Feb 18 to hear NABs appeal seeking increase in ex-PMs sentence,IHC allows Nawaz to file more documents,,,,
https://tribune.com.pk/story/1895984/1-govt-decides-set-100-model-police-stations-punjab/,Imran says K-P police culture inspiration for other provinces,PM chairs meeting to introduce police reforms,,,,
https://tribune.com.pk/story/1896004/7-forgive-plessis-sarfrazs-racist-comment/,Pakistan skipper was caught on stump mic making racist comment against all-rounder Andile Phehlukwayo,South Africa 'forgive Pakistan skipper Sarfraz for his 'racist comment',,,,
https://tribune.com.pk/story/1895997/1-nine-hurt-turbat-blast/,IED explodes when an FC convoy was passing the area,Nine hurt in Turbat blast,,,,
https://tribune.com.pk/story/1895966/1-top-court-orders-end-commercial-activities-military-lands-karachi/,"Authorities told to clear Sharae Faisal, Rashid Minhas Road of all marriage halls",SC orders halt to commercial activity on military lands,,,,
https://tribune.com.pk/story/1895929/1-pakistan-terms-indias-reply-kartarpur-corridor-childish/,FO says Pakistan also takes part in the ongoing US-Taliban meeting for Afghan peace in Qatar,Kartarpur Corridor talks: India's 'childish' reply dismays Pakistan,,,,
https://tribune.com.pk/story/1895907/3-us-taliban-peace-talks-raise-afghan-hopes-meeting-qatar-enters-fourth-day/,"During first two days, high-level huddle focused on a roadmap for withdrawal of foreign forces from Afghanistan",US-Taliban peace talks raise Afghan hopes as meeting in Qatar enters fourth day,,,,
https://tribune.com.pk/story/1895940/1-nsg-membership-turkeys-support-pakistan-bid-appreciated/,6th round of bilateral consultations on non-proliferation and disarmament held in Ankara,NSG membership: Turkeys support for Pakistan bid appreciated,,,,
https://tribune.com.pk/story/1895884/1-pakistan-successfully-test-fires-surface-surface-ballistic-missile-nasr/,"New missile would enhance the operational efficiency of army strategic forces command, says ISPR",Pakistan successfully test-fires surface-to-surface ballistic missile Nasr,,,,
https://tribune.com.pk/story/1895860/1-medical-board-issues-recommendations-regarding-nawazs-treatment/,"Panel advises forming larger board comprising cardiologists, electrophysiologists",Medical board issues recommendations regarding Nawaz's treatment,,,,
https://tribune.com.pk/story/1895850/1-atc-dismisses-cases-naqeebullah-mehsud-others/,Report declares murder of Naqeebullah and others 'extrajudicial killings'; says weapons were planted on the victims,"ATC dismisses cases against Naqeebullah Mehsud, three others",,,,
https://tribune.com.pk/story/1895855/1-not-transgress-constitutional-authority-says-former-cjp/,"Saqib Nisar speaks at the Pakistan Breakfast, World Economic Forum","Did not transgress my constitutional authority, says former CJP",,,,
https://tribune.com.pk/story/1895831/1-sahiwal-tragedy-forensic-examination-zeeshans-vehicle-performed/,Audit will determine whether or not any shots were fired from inside the vehicle,Sahiwal tragedy: Forensic examination of Zeeshans vehicle to be performed,,,,
https://tribune.com.pk/story/1895793/1-aleema-khanum-fails-submit-tax-liabilities-fbr/,PM Khans sister had to submit Rs22.1 million by January 21 in Dubai property case,Aleema Khanum fails to submit tax liabilities to FBR,,,,
https://tribune.com.pk/story/1895776/1-trump-expressed-desire-meet-pm-imran-fo/,Senator Graham also expressed US's desire to meet the Pakistani leadership,Trump expressed desire to meet PM Imran: FO,,,,
https://tribune.com.pk/story/1895728/1-ramzan-sugar-mills-reference-shehbaz-hamza-filed-feb-7/,"Remand of Shehbaz, other co-accused in Ashiana Iqbal case also extended till Feb 7","Ramzan Sugar Mills: Reference against Shehbaz, Hamza to be filed before Feb 7",,,,
https://tribune.com.pk/story/1895712/1-awan-defends-law-ministrys-role-nandipur-case/,Former law minister submits arguments on his bail plea in the Nandipur project case,Awan defends law ministry's role in Nandipur case,,,,
https://tribune.com.pk/story/1895668/1-sahiwal-tragedy-pm-imran-summons-cm-buzdar-islamabad/,Provincial chief will present a detailed briefing to the premier regarding the investigations of the Sahiwal tragedy,Sahiwal tragedy: PM Imran summons CM Buzdar to Islamabad,,,,
https://tribune.com.pk/story/1895666/1-aasia-bibi-case-sc-hear-review-petition-jan-29/,The case will be heard by a three-member bench headed by Justice Asif Saeed Khosa,SC to hear review petition in Aasia's case on 29th,,,,
https://tribune.com.pk/story/1895609/1-sahiwal-tragedy-lhc-summons-jit-head/,Court asks for a complete record of the Sahiwal incident,Sahiwal tragedy: LHC summons JIT head,,,,
https://tribune.com.pk/story/1895653/1-pakistan-faces-many-economic-challenges-says-fm-qureshi/,Foreign minister believes FSA diplomats are the best in the business,"Pakistan faces many economic challenges, says FM Qureshi",,,,
https://tribune.com.pk/story/1895408/1-jui-f-may-contest-polls-merged-districts/,Party sources say leadership abandoned boycott idea,JUI-F may contest polls in merged districts,,,,
https://tribune.com.pk/story/1895576/1-three-wounded-india-targets-civilians-loc/,"Pakistan Army effectively responded to ceasefire violation, Indian posts targeted: ISPR",Three wounded as India targets civilians at LoC,,,,
https://tribune.com.pk/story/1895410/1-roadside-ied-blast-kills-bomb-disposal-expert-mohmand/,"One security force official martyred, another injured in the incident",Roadside IED blast kills bomb disposal expert in Mohmand,,,,
https://tribune.com.pk/story/1895405/1-300-children-found-fake-thumb-marks-peshawar/,Authorities decided to use markers of different colour in each inoculation drive,300 children found with fake thumb marks in Peshawar,,,,
https://tribune.com.pk/story/1895417/1-tax-officials-suspicious-afghan-rice-trade/,Detect over Rs100m tax evasion in exports to neighbouring country,Tax officials suspicious of Afghan rice trade,,,,
https://tribune.com.pk/story/1895414/1-army-lauds-swat-sacrifices-public/,Pakistan Army hosts a reception at Kabal,Army lauds Swat sacrifices of public,,,,
https://tribune.com.pk/story/1895420/1-k-p-apex-committee-approves-17000-new-vacancies/,Okays absorption of Levies and Khasadars into the K-P police,"K-P Apex Committee approves 17,000 new vacancies",,,,
https://tribune.com.pk/story/1895426/1-drap-inks-deal-pshp/,The objective of the agreement is the development of capacity amongst pharmacists in the healthcare system,DRAP inks deal with PSHP,,,,
https://tribune.com.pk/story/1895429/1-pal-honours-novelist-khalida-hussain/,Participants pay homage to late 1970s Urdu fiction writer,PAL honours novelist Khalida Hussain,,,,
https://tribune.com.pk/story/1895433/1-six-ventilators-dhq-hospital-rawalpindi/,The medical device provides a patient with oxygen when they are unable to breathe on their own,Only six ventilators at DHQ Hospital Rawalpindi,,,,
https://tribune.com.pk/story/1895424/1-ict-police-holds-anti-drug-seminar-sheikh-zayed-international-academy/,Government to open up four new rehabilitation centres for drug addicts,ICT police holds anti-drug seminar at Sheikh Zayed International Academy,,,,
https://tribune.com.pk/story/1895439/1-widening-arteries-way-control-traffic-situation-capital/,"CDA, ICT, ITP members hold meeting to discuss traffic problems",Widening arteries only way to control traffic situation in capital,,,,
https://tribune.com.pk/story/1895442/1-ihc-terms-strike-district-courts-shameful/,"Notices issued to secretaries of interior, law and CDA chief and IDBA president",IHC terms strike in district courts shameful,,,,
https://tribune.com.pk/story/1895445/1-another-boy-electrocuted-death-rawalpindi/,This is the second such incidents in the past two days,Another boy electrocuted to death in Rawalpindi,,,,
https://tribune.com.pk/story/1895449/1-airport-shuttle-service-plan-falls-twin-cities/,"New project proposed which involves engaging smaller coasters, vans with relaxed conditions",Airport shuttle service plan falls through in twin cities,,,,
https://tribune.com.pk/story/1895450/1-pindi-health-authority-chief-sent-packing/,"Citys hospitals under stress due to insufficient personnel, facilities at THQs",Pindi health authority chief sent packing,,,,
https://tribune.com.pk/story/1895271/1-money-laundering-case-zardari-talpur-get-8th-extension-interim-bail/,"Bail pleas of Anwar Majeed, AG Majeed deferred till Feb 6","Money laundering case: Zardari, Talpur get 8th extension in interim bail",,,,
https://tribune.com.pk/story/1895376/1-rigging-probe-panel-take-tors-jan-30/,Opposition members seek time to review committee rules,Rigging probe panel to take up ToRs on Jan 30,,,,
https://tribune.com.pk/story/1895362/1-nab-chief-underscores-nabs-neutrality/,Justice (retd) Iqbal says bureau does not resort to violence to extract confessions,NAB chief underscores NABs neutrality,,,,
https://tribune.com.pk/story/1895373/1-consensus-eludes-senate-panel-jobs-locals/,Members say any conditions on foreign investors will send wrong message,Consensus eludes Senate panel on jobs for locals,,,,
https://tribune.com.pk/story/1895380/1-ministry-seeks-tax-exemption-income-power-plants/,"Summary contends NPPMC set up Balloki, Haveli Bahadur on IPP mode",Ministry seeks tax exemption on income of power plants,,,,
https://tribune.com.pk/story/1895365/1-pml-n-cautions-pm-punjab-govt-sharifs-health/,Ahsan Iqbal says former premiers family was in great stress over his worsening condition,"PML-N cautions PM, Punjab govt over Sharifs health",,,,
https://tribune.com.pk/story/1895369/1-pakistan-china-relations-chinese-envoy-calls-countering-propaganda/,Say Beijing committed to development in Pakistan; both countries progressing through CPEC,Pakistan-China relations: Chinese envoy calls for countering propaganda,,,,
https://tribune.com.pk/story/1895213/1-pia-appoints-seven-senior-paf-officers-meet-targets/,"Four officers designated to CEO, three others to work in various capacities, says spokesperson",PIA appoints seven senior PAF officers 'to meet targets',,,,
https://tribune.com.pk/story/1895265/1-circular-debt-soars-rs807b-senate-told/,Power minister Omar Ayub says govt develop more wind and solar power projects through competitive bidding,Circular debt soars to Rs807b',,,,
https://tribune.com.pk/story/1895209/1-rawalpindi-man-arrested-impregnating-teenage-daughter/,"My father used to torture me and threaten me with dire consequences, says victim",Rawalpindi man arrested for impregnating teenage daughter,,,,
https://tribune.com.pk/story/1895189/1-1800-cnics-stolen-nadra-office-karachi/,Security guard remains oblivious as burglars climb in through the roof,"1,800 CNICs stolen from NADRA office in Karachi",,,,
https://tribune.com.pk/story/1895027/1-ready-judicial-inquiry-sahiwal-encounter-oppositions-demand-pm/,"Opposition has dismissed JIT findings, called for PM's resignation",PM willing to hold judicial inquiry into bungled operation in Sahiwal,,,,
https://tribune.com.pk/story/1895100/1-saudi-chief-general-staff-thanks-pakistan-army-training-assistance/,Gen Al Rowali calls on Gen Qamar at GHQ,"Saudi chief of general staff thanks Pakistan Army for training, assistance",,,,
https://tribune.com.pk/story/1895145/1-top-govt-official-confirms-sahiwal-operation-ill-planned-bungled/,"Driver Zeeshan Javed was affiliated with Da'ish terrorist outfit, says Punjab's additional chief secretary","Top govt official confirms Sahiwal operation was 'ill-planned, bungled'",,,,
https://tribune.com.pk/story/1895123/1-punjab-govt-shelves-plans-celebrate-basant/,Senior minister Aleem Khan says four to six months of preparations required to celebrate the festival,Punjab govt shelves plans to celebrate Basant,,,,
https://tribune.com.pk/story/1895106/1-mystery-surrounds-rare-pythons-sudden-death-lahore-zoo/,"Indian rock python was completely fine the night before it died, according to zoo administration",Mystery surrounds rare pythons sudden death at Lahore Zoo,,,,
https://tribune.com.pk/story/1895081/1-workers-pakistans-garment-industry-face-abuse-hrw/,"Some factories do not provide clean drinking water, deduct salaries of workers who fall sick, says report",Workers in Pakistan's garment industry face abuse: HRW,,,,
https://tribune.com.pk/story/1895075/1-opposition-demands-pm-punjab-cms-resignations-sahiwal-killings/,Shehbaz Sharif launches fresh attack on PTI govt while speaking during National Assemblys mini-budget session,"Opposition demands PM, Punjab CMs resignations over Sahiwal killings",,,,
https://tribune.com.pk/story/1895060/2-full-text-pti-govts-second-mini-budget/,Finance Minister Asad Umar unveils supplementary budget 2019 in lower house of Parliament,Full text of PTI govts second mini-budget,,,,
https://tribune.com.pk/story/1894900/1-man-sentenced-eight-years-uploading-womens-pictures-facebook/,"Judge Kulsoom Bashir also imposes Rs50,000 fine on Peshawar resident Ahsan Shiraz",Man sentenced to eight years for uploading women's pictures to Facebook,,,,
https://tribune.com.pk/story/1894896/1-sahiwal-tragedy-initial-jit-report-remain-confidential-says-punjab-govt/,"Only final report shall be made public, says law minister","Sahiwal tragedy: Initial JIT report to remain confidential, says Punjab govt",,,,
https://tribune.com.pk/story/1894870/1-pm-imran-presented-report-sahiwal-tragedy/,Report holds CTD officials responsible for the death of the family,PM Imran presented report of Sahiwal tragedy,,,,
https://tribune.com.pk/story/1894921/1-sc-sets-aside-lhc-order-khadija-stabbing-case/,Supreme Court sets aside Lahore High Court order to acquit Shah Hussain,Law student put behind bars in Khadija stabbing case,,,,
https://tribune.com.pk/story/1894853/1-two-witnesses-record-statements-reference-ishaq-dar/,"Another witness to depose, submit documents at next hearing on January 30",Two witnesses record statements in reference against Ishaq Dar,,,,
https://tribune.com.pk/story/1894873/1-nawazs-health-risk-says-former-premiers-personal-physician/,Medical board recommends hospitalising Nawaz due to his condition,"Nawaz's health 'at risk', says former premier's personal physician",,,,
https://tribune.com.pk/story/1894771/1-sc-dismisses-petition-seeking-cm-murads-disqualification/,"There are legal forums available for such petitions, the court said",SC dismisses petition seeking CM Murad's disqualification,,,,
https://tribune.com.pk/story/1894814/1-paf-aircraft-crashes-mastung/,"Pilot martyred, Air Headquarters orders inquiry",PAF aircraft crashes in Mastung,,,,
https://tribune.com.pk/story/1894785/1-currency-smuggling-case-court-orders-ayyan-ali-appear-feb-15/,"Judge cancels surety bonds, orders guarantors to appear before court",Customs court orders arrest of Model Ayyan Ali by Feb 15,,,,
https://tribune.com.pk/story/1894755/3-twitter-reacts-lahore-hailstorm/,"City experienced 12mm of precipitation, says met dept",Twitter reacts to Lahore hailstorm,,,,
https://tribune.com.pk/story/1894772/1-seven-pakistanis-deported-turkey/,The Federal Investigation Agency received them at the New Islamabad International Airport,Seven Pakistanis deported from Turkey,,,,
https://tribune.com.pk/story/1894739/1-cpec-mutually-beneficial-pakistan-china-envoy/,"Envoy says western media, enemies are involved in propaganda against CPEC","CPEC mutually beneficial for Pakistan, China: envoy",,,,
https://tribune.com.pk/story/1894679/1-zardari-talpurs-bail-extended-till-feb-14/,Banking court to hear bail plea of Anwar and Abdul Ghani Majeed on February 6,"Zardari, Talpur's bail extended till Feb 14",,,,
https://tribune.com.pk/story/1894550/1-retired-govt-employee-allegedly-murdered-son/,Eighth-grader electrocuted to death in Pindi while attempting to catch a kite,Retired govt employee allegedly murdered by son,,,,
https://tribune.com.pk/story/1894515/1-tributes-paid-khalida-hussain-fehmida-riaz/,"Friends, family, writers urge young generation to read their works","Tributes paid to Khalida Hussain, Fehmida Riaz",,,,
https://tribune.com.pk/story/1894548/1-cda-chief-promises-revive-one-window-system/,"ICCI president calls for greater cooperation between civic authority, businessmen",CDA chief promises to revive one-window system,,,,
https://tribune.com.pk/story/1894563/1-tourists-advised-unnecessary-travel-murree/,The Galiyat region also received more than two feet snow which caused traffic congestion on many roads,Tourists advised against unnecessary travel to Murree,,,,
https://tribune.com.pk/story/1894561/1-pindis-cantonment-boards-ask-schools-vacate-residential-areas/,"Schools say they are challenging top courts order, want board to provide alternative land",Pindis cantonment boards ask schools to vacate residential areas,,,,
https://tribune.com.pk/story/1894566/1-police-deny-photos-islamabad/,"As per the inquiry, one motorist allegedly told the police that his photos had been taken in Lahore",Police deny photos are of Islamabad,,,,
https://tribune.com.pk/story/1894553/1-ict-admin-launch-online-car-registration-forms/,Sellers will be required to verify their fingerprints at any NADRA office,ICT admin to launch online car registration forms,,,,
https://tribune.com.pk/story/1894544/1-belarus-mark-25-years-diplomatic-ties-pakistan/,Both nations have been closely cooperating with each other on the international arena,Belarus to mark 25 years of diplomatic ties with Pakistan,,,,
https://tribune.com.pk/story/1894546/1-pakistan-india-urged-open-border-trade/,"European envoys highlight pact between their countries, a possible path to peace","Pakistan, India urged to open border for trade",,,,
https://tribune.com.pk/story/1894510/1-ordered-sealed-1066-decanters-declared-illegal-pindi/,Red notices have been issued to the owners of illegal centres to shut down their agencies voluntarily,"Ordered sealed: 1,066 decanters declared illegal in Pindi",,,,
https://tribune.com.pk/story/1894513/1-nations-neglect-history-fall-behind-race-progress/,Faraz said that education was the only way to bring about true and lasting change in the fate of any nation,Nations who neglect history fall behind in the race of progress,,,,
https://tribune.com.pk/story/1894448/1-france-provides-rs19-5b-peshawars-brt/,K-P transport official says loan will not add to the cost of the project,France provides Rs19.5b for Peshawars BRT,,,,
https://tribune.com.pk/story/1894538/1-raza-rabbani-targets-ad-hiring-pia-boss/,Ex-Senate chief claims it is tailor-made to accommodate current CEO,Raza Rabbani targets ad for hiring PIA boss,,,,
https://tribune.com.pk/story/1894529/1-sc-ruling-defines-hcs-jurisdiction-bail-nab-cases/,Judgment says Article 199 of the Constitution to be applied to prevent miscarriage of justice and abuse of NAB law,SC ruling defines HCs jurisdiction of bail in NAB cases,,,,
https://tribune.com.pk/story/1894520/1-mumbai-attack-case-hearing-suspended/,IHC orders FIA to produce witnesses in the high-profile case,Mumbai attack case hearing suspended,,,,
https://tribune.com.pk/story/1894524/1-ppp-pml-n-discuss-military-courts-extension/,Opposition parties agree to give govt tough time on mini-budget,"PPP, PML-N discuss military courts extension",,,,
https://tribune.com.pk/story/1894535/1-pm-calls-parliamentary-party-meeting-sahiwal-tragedy/,Premier understands that governments viewpoint and narrative on the incident is not being conveyed to the people,PM calls parliamentary party meeting over Sahiwal tragedy,,,,
https://tribune.com.pk/story/1894532/1-mini-budget-pm-summons-cabinet-meeting-today/,The finance minister on Jan 11 announced that his party would unveil the mini budget about two weeks later,Mini-budget: PM summons cabinet meeting today,,,,
https://tribune.com.pk/story/1894478/1-eyewitness-contradicts-ctd-version/,"Dr Abbas says no resistance was offered by victims, no explosives recovered",Eyewitness contradicts CTD version,,,,
https://tribune.com.pk/story/1894374/1-pakistans-junior-squash-team-gets-heroic-welcome/,Team bags top prize at international squash championships after seeing out India in thrilling final,Pakistan's junior squash team gets heroic welcome,,,,
https://tribune.com.pk/story/1894428/1-political-commitment-vital-world-peace-unga-chief/,Maria Fernanda Espinosa says UN has a facilitating and bridging role,Political commitment vital for world peace: UNGA chief,,,,
https://tribune.com.pk/story/1894372/1-pak-us-ties-head-towards-strategic-relationship-fm/,Says world understands Pakistan has a crucial role for peace in Afghanistan,Pak-US ties head towards strategic relationship: FM,,,,
https://tribune.com.pk/story/1894371/1-ihc-throws-plea-challenging-shehbazs-eligibility/,Lawmakers cannot be barred from attending NA session in violation of the Constitution: verdict,IHC throws out plea challenging Shehbazs eligibility,,,,
https://tribune.com.pk/story/1894376/1-sahiwal-tragedy-strong-evidence-drivers-links-terrorists-found/,"Zeeshans car registration and mobile phone help establish his links to terrorists, according to intel agencies",Sahiwal tragedy: Strong evidence of drivers links to terrorists found,,,,
